tournament_id,player,decklist_id,card_id,quantity,code,title,faction_code,side_code,type_code
5029,Athlici,91005,33013,2,33013,Pinhole Threading,criminal,runner,event
5029,Athlici,91005,33030,2,33030,Stoneship Chart Room,shaper,runner,resource
5029,Athlici,91005,33068,3,33068,Raindrops Cut Stone,anarch,runner,event
5029,Athlici,91005,33092,1,33092,Dr. Nuka Vrolyck,shaper,runner,resource
5029,Athlici,91005,34008,1,34008,"Hannah ""Wheels"" Pilintra",anarch,runner,resource
5029,Athlici,91005,34030,1,34030,Bahia Bands,neutral-runner,runner,event
5029,Athlici,91005,35009,2,35009,Rising Tide,anarch,runner,program
5029,Athlici,91005,35014,2,35014,Clean Getaway,criminal,runner,event
4990,Dasuiwa,91224,26072,2,26072,Mystic Maemi,anarch,runner,resource
4990,Dasuiwa,91224,26074,3,26074,Bravado,criminal,runner,event
4990,Dasuiwa,91224,30011,1,30011,Mutual Favor,criminal,runner,event
4990,Dasuiwa,91224,30012,1,30012,Tread Lightly,criminal,runner,event
4990,Dasuiwa,91224,30016,1,30016,Marjanah,criminal,runner,program
4990,Dasuiwa,91224,30028,3,30028,Jailbreak,neutral-runner,runner,event
4990,Dasuiwa,91224,32002,1,32002,Revolver,criminal,runner,program
4990,Dasuiwa,91224,33010,1,33010,The Twinning,anarch,runner,resource
4990,Dasuiwa,91224,33012,3,33012,Carpe Diem,criminal,runner,event
4990,Dasuiwa,91224,33013,3,33013,Pinhole Threading,criminal,runner,event
4990,Dasuiwa,91224,33017,3,33017,Cezve,criminal,runner,program
4990,Dasuiwa,91224,33066,1,33066,Finality,anarch,runner,event
4990,Dasuiwa,91224,33076,2,33076,Reprise,criminal,runner,event
4990,Dasuiwa,91224,33094,6,33094,Matryoshka,neutral-runner,runner,program
4990,Dasuiwa,91224,34014,2,34014,Hermes,criminal,runner,hardware
4990,Dasuiwa,91224,34030,2,34030,Bahia Bands,neutral-runner,runner,event
4990,Dasuiwa,91224,34085,1,34085,Burner,shaper,runner,event
4990,Dasuiwa,91224,35013,1,35013,MuslihaT: Multifarious Marketeer,criminal,runner,identity
4990,Dasuiwa,91224,35014,3,35014,Clean Getaway,criminal,runner,event
4990,Dasuiwa,91224,35017,3,35017,Transfer of Wealth,criminal,runner,event
4990,Dasuiwa,91224,01050,3,01050,Sure Gamble,neutral-runner,runner,event
4990,Virulentz,91527,26018,3,26018,The Class Act,criminal,runner,resource
4990,Virulentz,91527,26074,3,26074,Bravado,criminal,runner,event
4990,Virulentz,91527,26075,2,26075,Boomerang,criminal,runner,hardware
4990,Virulentz,91527,27001,1,27001,Mystic Maemi,anarch,runner,resource
4990,Virulentz,91527,30015,1,30015,Carmen,criminal,runner,program
4990,Virulentz,91527,30030,3,30030,Sure Gamble,neutral-runner,runner,event
4990,Virulentz,91527,33004,1,33004,Steelskin Scarring,anarch,runner,event
4990,Virulentz,91527,33010,1,33010,The Twinning,anarch,runner,resource
4990,Virulentz,91527,33011,1,33011,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy",criminal,runner,identity
4990,Virulentz,91527,33012,3,33012,Carpe Diem,criminal,runner,event
4990,Virulentz,91527,33013,3,33013,Pinhole Threading,criminal,runner,event
4990,Virulentz,91527,33017,2,33017,Cezve,criminal,runner,program
4990,Virulentz,91527,33018,1,33018,Revolver,criminal,runner,program
4990,Virulentz,91527,33020,2,33020,No Free Lunch,criminal,runner,resource
4990,Virulentz,91527,33092,3,33092,Dr. Nuka Vrolyck,shaper,runner,resource
4990,Virulentz,91527,34014,2,34014,Hermes,criminal,runner,hardware
4990,Virulentz,91527,34015,2,34015,Curupira,criminal,runner,program
4990,Virulentz,91527,34018,2,34018,Shibboleth,criminal,runner,program
4990,Virulentz,91527,34022,2,34022,AirbladeX (JSRF Ed.),shaper,runner,hardware
4990,Virulentz,91527,35014,3,35014,Clean Getaway,criminal,runner,event
4990,Virulentz,91527,35017,3,35017,Transfer of Wealth,criminal,runner,event
4990,Virulentz,91527,35022,2,35022,Open Market,criminal,runner,resource
4990,Athlici,91163,26003,3,26003,Chisel,anarch,runner,program
4990,Athlici,91163,26066,1,26066,Hoshiko Shiro: Untold Protagonist,anarch,runner,identity
4990,Athlici,91163,26068,3,26068,Devil Charm,anarch,runner,hardware
4990,Athlici,91163,26072,2,26072,Mystic Maemi,anarch,runner,resource
4990,Athlici,91163,26073,1,26073,Paladin Poemu,anarch,runner,resource
4990,Athlici,91163,26085,2,26085,Simulchip,shaper,runner,hardware
4990,Athlici,91163,26093,1,26093,Buffer Drive,neutral-runner,runner,hardware
